text,user,location,date
"RT @KFF: Of the 28 million kids between the ages of 5-11, only about 5 million have received at least one #COVID19 vaccine dose since becom?€?",Watchdogsniffer,"California, USA",11-Dec-2021
RT @PeterHotez: Our low cost @TexasChildrens @BCM_TropMed  recombinant protein COVID-19 vaccine is being scaled/produced in India @biologic?€?,Radarlove75,"Texas, USA",11-Dec-2021
LLP 189: Why the FDA approved the Pfizer Covid-19 Vaccine? https://t.co/pziMqMpSsG #LunchLearnPod  #podsincolor?€? https://t.co/Iahgv7d82z,LunchLearnPod,United States,11-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,GavinPrestonMD,USA,11-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?€?",stem_nastics,"Maryland, USA",11-Dec-2021
"RT @ZNeveri: Young doctor explains why he?€?s against forced COVID-19 vaccine

Full video: https://t.co/21ngYE7NJ8 https://t.co/tDoZPoPCPl",_measly,United States,11-Dec-2021
FDA Says It Now Needs 75 Years to Fully Release Pfizer COVID-19 Vaccine Datamore #medicaltyrrany  https://t.co/lGuJGOjYkV,Trumpit33,USA,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,DougDoug561,United States,11-Dec-2021
"@E__Strobel From @krqe :
""According to CDC data about 2,300 reports of myocarditis occurred from 1990 to 2020. Of t?€? https://t.co/ocwqP0B4cS",127bama,USA ,11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi",JC4truthNumber2,"Tennessee, USA",11-Dec-2021
"RT @FoxNews: Navy destroyer second-in-command relieved of duty over refusal to take COVID-19 vaccine

https://t.co/Lxo5lwMgdQ",Lisa_henry4,United States,11-Dec-2021
"@ATschugguel ""The Oregon Health Authority is also planning to open nearly a dozen vaccination sites statewide throu?€? https://t.co/7n3dimVmai",EllinAnderson,"Vermont, USA",11-Dec-2021
"RT @RealLucyLawless: Congrats, Auckland! Vaccine confidence leads a return to work and freedom: Auckland hits 90% fully vaccinated mileston?€?",SVUEARP,"Indiana, USA",11-Dec-2021
The #COVID19Vaccine protects youngsters from #COVID19. https://t.co/yDXURyBvcA,RatioScientiae,"Maryland, USA",11-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,harvestlifer,USA,11-Dec-2021
"@SuzeQKnits Are the flu patients vaccinated against flu? 
I had my flu shot. 
I?€?m hoping they got the right strains?€? https://t.co/FLitLAw2Kx",NadineColbert,USA,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,4bChandler42,"West Virginia, USA",11-Dec-2021
RT @CDPHE: Make a plan to get your COVID vaccination or booster. Colorado has even more places to get the lifesaving COVID-19 vaccine. Appo?€?,fapecolorado,"Colorado, USA",12-Dec-2021
RT @MarshaBlackburn: Receiving the COVID-19 vaccine is your choice ?€? it?€?s not for the federal government to decide for you.,rotten_innards,USA ???????? ,12-Dec-2021
"For a Virus that has a ZERO Mortality rate among children under 18!

`             &gt;Z E R O&lt;

'...Study found a mor?€? https://t.co/imXi0DQf0h",bird_skadoo99,"New York, USA",12-Dec-2021
"Is the #MediaScum going to CRY ???????????? like they did 27/7 when the Trump Adm. Fired a Military Officer??
????????????????     
Navy?€? https://t.co/aPrVFCCfpc",pccote66,USA ????????,12-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,flowermusickids,"Midwest, USA",12-Dec-2021
"RT @CDCtravel: Just like you rely on sunscreen, rely on a COVID-19 vaccine to protect yourself. Travel safer these holidays. ??????? Rely on Wha?€?",Woopdydooo,"Michigan, USA",12-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,CupcakeMrs1,"texASS, USA",12-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",politstrip,USA,12-Dec-2021
"RT @PattyMurray: One year ago, @US_FDA authorized the very first COVID-19 vaccine.

Since then, we?€?ve gotten over 475 million doses into ar?€?",buckleyswartz,USA,12-Dec-2021
"RT @CathyGraphics3: Publication by a cardiologist &amp; head of a hospital department in Belgium.
????2 or 3 shots of the #CovidVaccine You refus?€?",huckelboy,NC USA,12-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,bookbabie,"Michigan, USA",11-Dec-2021
"RT @DMRegister: COVID-19 hasn't left Iowa since it arrived in March 2020, but rarely has it swept through the state as severely as it is no?€?",CovingtonEDU,"Iowa, USA",11-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,vet_dot,"Georgia, USA",11-Dec-2021
"RT @DCHospitalAssoc: @DCHospitalAssoc, along with @ChildrensNatl, @huhospital, @MedStarGUH and @MarysCenter will host a COVID-19 Vaccinatio?€?",robbe931,"Virginia, USA",11-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,sarsummerfield,USA,11-Dec-2021
RT @SenDuckworth: A quick reminder as we mark one year since the FDA approved the Pfizer COVID-19 vaccine for emergency use: Vaccines save?€?,tera2080,"Tennessee, USA",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,ForensicMHSA,United States,11-Dec-2021
"Children ages 5-11 are eligible for the COVID-19 vaccine. 

Parents and guardians are encouraged to schedule appoin?€? https://t.co/GfqJS4RHRU",NMDOH,"New Mexico, USA",11-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,sosayu3,"North Carolina, USA",11-Dec-2021
RT @HHSGov: Amanda thought she?€?d never see her family again after she spent 11 days intubated in a hospital with COVID-19. Her biggest regr?€?,pjaryanmd,United States,11-Dec-2021
RT @SenatorLankford: I will continue to stand with the National Guard. No one should lose their job &amp; benefits when they choose to not take?€?,markel4004,"Oklahoma, USA",11-Dec-2021
"RT @KFF: #COVID19 vaccinations among 12-17 year olds has slowed, with 1/2 of parents reporting their teen had at least one dose ?€? little ch?€?",SueLeugers,"Ohio, USA",11-Dec-2021
"VERY tired of people moving goalposts about the COVID-19 vaccine, trying to say it is supposed to do things it was?€? https://t.co/lYrtGxeiTC",klarth,"a Midwest Rust Belt City, USA",11-Dec-2021
"RT @JoannaTeglund: Adverse drug reactions (ADRs)
7 days update from Nov. 30

Smallpox vaccine: 6,900 (+1)
Measles vaccine: 5,838 (+2)
Polio?€?",NoelleTMD,United States,11-Dec-2021
"RT @DavidJHarrisJr: More children die from the COVID vaccine than are saved by it.
https://t.co/ZUo4SbvHss",jb0253jb,"California, USA",11-Dec-2021
"5 updates on Pfizer, Moderna and J&amp;J COVID-19 vaccine efficacy - Becker?€?s Hospital Review https://t.co/1xj7YOxXOX https://t.co/iZz5aAP6DC",AirMedToday,USA,11-Dec-2021
Peter Doshi U.S. Senator Ron Johnson Holds Panel in DC on COVID-19 Vaccine Mandates and Injuries https://t.co/vvw1j1KE9Z,amdupont,"Texas, USA",11-Dec-2021
"RT @GoConquerNow: @disclosetv Genuine question: Is there a link between the COVID-19 vaccine and footballers collapsing?

https://t.co/vkHJ?€?",DeepInTropics,Florida USA,11-Dec-2021
"""People who are immunocompromised in a manner similar to those who have undergone solid organ transplantation have?€? https://t.co/JpiTFrRPdC",klarth,"a Midwest Rust Belt City, USA",11-Dec-2021
"RT @AHS_media: Further, as of Nov. 26, 2021, nearly 60 million doses of vaccine have been administered in Canada. Of those, serious adverse?€?",nodank_,United States,11-Dec-2021
"RT @AHS_media: Of the nearly 7 million doses of COVID-19 vaccine administered in Alberta as of Dec. 5, 2021, there have been reports of adv?€?",nodank_,United States,11-Dec-2021
"RT @RMConservative: watered down, but a start https://t.co/DIhON16d2C",Christi43919339,"Minnesota, USA",11-Dec-2021
"RT @CDCgov: As of December 9, 2021, 23 states have announced #COVID19 cases caused by the Omicron variant. As the weather gets colder and p?€?",Stephanie_S_777,"Connecticut, USA",11-Dec-2021
"RT @TheValuesVoter: It appears from the CDC vaccine data (https://t.co/y3OuqvxRSG) that, of the 100 most vaccinated counties in America, 85?€?",LibertyBelle_1,"Virginia, USA",11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",buckleyswartz,USA,11-Dec-2021
"RT @RMConservative: watered down, but a start https://t.co/DIhON16d2C",sailinggirl73,United States,11-Dec-2021
"RT @RMConservative: watered down, but a start https://t.co/DIhON16d2C",irritatedwoman,United States,11-Dec-2021
RT @SenDuckworth: A quick reminder as we mark one year since the FDA approved the Pfizer COVID-19 vaccine for emergency use: Vaccines save?€?,GrayTe01,"Texas, USA",11-Dec-2021
"RT @KFF: Most parents say #COVID19 is a bigger threat to their kids than the vaccine, but there?€?s a partisan divide on this question.
 
Abo?€?",raymondjames552,"Missouri, USA",11-Dec-2021
"RT @PressHerald: Despite the weather, hundreds of people turned out Saturday for a walk-in COVID-19 vaccine clinic. At the same time a team?€?",kjelenfy,"Maine, USA",11-Dec-2021
Vermont's Middlebury College reverts to remote learning due to COVID-19 with 99% of students vaccinated?€? https://t.co/oz9y2ZLqa7,leake_michelle,"Michigan, USA",11-Dec-2021
RT @OttawaHealth: We are aware of misinformation being shared that a child in Ottawa died after receiving a COVID-19 vaccine. We have revie?€?,buckleyswartz,USA,11-Dec-2021
@DrBitcoinMD Let me preface this by saying I?€?m all bitcoin. But I?€?ve been fact checking some of these posts trying?€? https://t.co/Tsjyp0h6j1,Edpalermolaw,"New York, USA",11-Dec-2021
"RT @PattyMurray: One year ago, @US_FDA authorized the very first COVID-19 vaccine.

Since then, we?€?ve gotten over 475 million doses into ar?€?",rjrabbit2001,"Washington, USA",11-Dec-2021
RT @KTULNews: A Navy commander has been fired from his job as the executive officer of a warship because he refused to get a COVID-19 vacci?€?,kypmom,"Oklahoma, USA",11-Dec-2021
"Strong Antibody Response to mRNA COVID-19 Vaccine Observed in AML, MDS

For more up-to-date medical headlines, visi?€? https://t.co/gmTe5wbF8A",MedPubApp,United States,11-Dec-2021
RT @bufftyf: @disclosetv The long term effects of COVID-19 and the Vaccine will start popping up over the course of years. I still don't kn?€?,CummingLinguis,"New York, USA",11-Dec-2021
"RT @RenovaAlejandro: https://t.co/nswtQU8oVx
AIDS! Days of Noah are back. @Aquamariah1 @dkdk459 @Cyrellys1 @cleoworks1 @GinaSlyer @Terriers?€?",cleoworks1,"Maryland, USA",11-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,dbjean22,"North Carolina, USA",11-Dec-2021
Will Plan B and vaccine passports save us from Covid-19?€?s new Omicron??variant? https://t.co/SHBbgkO8En,NzuchiTimesUSA,USA,11-Dec-2021
"RT @Nakadai_mon: ""Japan Places Myocarditis Warning on 'Vaccines' - Requires Informed Consent""

https://t.co/iii25S9fnB https://t.co/w6QqoOz?€?",jonesst16,United States,11-Dec-2021
"Navy commander fired from his job as the executive officer of a warship for refusing to get COVID-19 vaccine

https://t.co/nWblXbghQI",13WHAM,"Rochester, NY USA",11-Dec-2021
"RT @gutresolution: As of December 3, there have been 19,886 deaths, 22,421 life-threatening adverse events, 32,644 cases of permanent disab?€?",Sarge68d2,"Oregon, USA",11-Dec-2021
"Strong Antibody Response to mRNA COVID-19 Vaccine Observed in AML, MDS #leusm #ASH21 @ASH_hematology @MoffittNews https://t.co/PHbDDiWJKI",OncLive,"New Jersey, USA",11-Dec-2021
RT @AmerAcadPeds: Vaccination is the best way to protect children from COVID-19. Learn how mRNA vaccines work like invisible coaches to tea?€?,fkeskew,United States,11-Dec-2021
"RT @KATUNews: Gov. Larry Hogan announced on Saturday 90% of Maryland adults have gotten at least one dose of the COVID-19 vaccine.

https:/?€?",ricosangel333,United States,11-Dec-2021
"@TheRhodyReport @Jamiesopinions ""Vaccine"" Passport 
GAL EHRLICH, RAMET- GAN, PETACH-TIKVA
(Made in Israel)
The COVI?€? https://t.co/fnbwgP7YuV",TribeNepthali,", USA",11-Dec-2021
"RT @PressHerald: Despite the weather, hundreds of people turned out Saturday for a walk-in COVID-19 vaccine clinic. At the same time a team?€?",jtiltonflood,"Clinton, Maine, United States",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,Margaret_ADuffy,"Texas, USA",11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi",trusokoff,USA,11-Dec-2021
"The letter, which was approved by the board on Friday, opposes the Covid-19 vaccine mandate and asks the legislatur?€? https://t.co/xmyyGsHZos",ReopenCASchools,"California, USA",11-Dec-2021
"RT @CBSMornings: This Louisiana mother went from a QAnon believer to a state vaccine advocate ?€? and yesterday, her daughter was one of the?€?",Radarlove75,"Texas, USA",11-Dec-2021
"Most of the people ""following"" me are pro-mandate. You do realize I'm against state enforced masking and injection??€? https://t.co/CDiA8zzrMW",da_00_99,USA,11-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,renissance_1,United States,11-Dec-2021
"RT @AliyyaSwaby: My first @propublica: I spent months trying to understand the reasons for vaccine hesitancy in Clayton County, south of At?€?",Moms4EDFreedom,United States,11-Dec-2021
"RT @AliyyaSwaby: My first @propublica: I spent months trying to understand the reasons for vaccine hesitancy in Clayton County, south of At?€?",1in5advocacy,USA,11-Dec-2021
"RT @AaronSiriSG: Litigation update:  

FDA doubles down, asking federal judge to grant it until at least 2096 to fully release Pfizer?€?s COV?€?",LexNVenerate,United States,11-Dec-2021
"RT @CDCgov: As of December 9, 2021, 23 states have announced #COVID19 cases caused by the Omicron variant. As the weather gets colder and p?€?",MpcPacsan,Japan-USA,11-Dec-2021
RT @Suntimes: COVID-19 deaths can be expected to keep rising statewide because hospitals are treating the most coronavirus patients they?€?ve?€?,hffrkmp,USA,11-Dec-2021
"RT @RealLucyLawless: Congrats, Auckland! Vaccine confidence leads a return to work and freedom: Auckland hits 90% fully vaccinated mileston?€?",4386MagicalUnic,United States,11-Dec-2021
"RT @proudgirl223: The jab contains some deadly things... including AIDS.
https://t.co/BrNvLIsSCL",dlvolk1,"North Carolina, USA",11-Dec-2021
"RT @PallawiTorkaMD: https://t.co/GDOqBXXNmm

Wonderful ID @SegalBrahm and lymphoma @PaolaGhione_MD @Francis77605164 @SSundaramMD collab @Ro?€?",SSundaramMD,"New York, USA",11-Dec-2021
"RT @MayorBowser: Carter was one of the first kids in DC to get his COVID-19 vaccine, and after getting his second dose at @MarysCenter, he'?€?",CrayKain,United States,11-Dec-2021
"RT @DMRegister: COVID-19 hasn't left Iowa since it arrived in March 2020, but rarely has it swept through the state as severely as it is no?€?",cassandradobby,"Iowa, USA",11-Dec-2021
RT @Suntimes: COVID-19 deaths can be expected to keep rising statewide because hospitals are treating the most coronavirus patients they?€?ve?€?,Celestebyrne3,USA,11-Dec-2021
RT @BNODesk: Dutch website owner arrested for selling material which allowed people to avoid getting the COVID-19 vaccine by infecting them?€?,purrmonsta,United States,11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,TTSforReal,"Texas, USA",11-Dec-2021
"It happens very rarely, but most teens and young adults who do experience heart inflammation (myocarditis) after a?€? https://t.co/gPTMP7KWJi",WebMD,USA,11-Dec-2021
Maryland has reached a new milestone when it comes to getting its population vaccinated. Gov. Larry Hogan announced?€? https://t.co/FgaCqwjmVf,CBS21NEWS,"Harrisburg, Pennsylvania, USA",11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,AlanZak6,"Florida, USA ",11-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,BeamMeUpScotee,"Oregon, USA",11-Dec-2021
"Austria fining people up to $16,000 a year for not complying with vaccine mandate, creating central COVID-19 vaccin?€? https://t.co/iFZj8f9Vdn",DizzyK12,"Idaho, USA",11-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?€?",spikerrr,",USA",11-Dec-2021
"RT @KFF: Of the 28 million kids between the ages of 5-11, only about 5 million have received at least one #COVID19 vaccine dose since becom?€?",Watchdogsniffer,"California, USA",11-Dec-2021
RT @PeterHotez: Our low cost @TexasChildrens @BCM_TropMed  recombinant protein COVID-19 vaccine is being scaled/produced in India @biologic?€?,Radarlove75,"Texas, USA",11-Dec-2021
LLP 189: Why the FDA approved the Pfizer Covid-19 Vaccine? https://t.co/pziMqMpSsG #LunchLearnPod  #podsincolor?€? https://t.co/Iahgv7d82z,LunchLearnPod,United States,11-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,GavinPrestonMD,USA,11-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?€?",stem_nastics,"Maryland, USA",11-Dec-2021
"RT @ZNeveri: Young doctor explains why he?€?s against forced COVID-19 vaccine

Full video: https://t.co/21ngYE7NJ8 https://t.co/tDoZPoPCPl",_measly,United States,11-Dec-2021
FDA Says It Now Needs 75 Years to Fully Release Pfizer COVID-19 Vaccine Datamore #medicaltyrrany  https://t.co/lGuJGOjYkV,Trumpit33,USA,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,DougDoug561,United States,11-Dec-2021
"@E__Strobel From @krqe :
""According to CDC data about 2,300 reports of myocarditis occurred from 1990 to 2020. Of t?€? https://t.co/ocwqP0B4cS",127bama,USA ,11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi",JC4truthNumber2,"Tennessee, USA",11-Dec-2021
"RT @FoxNews: Navy destroyer second-in-command relieved of duty over refusal to take COVID-19 vaccine

https://t.co/Lxo5lwMgdQ",Lisa_henry4,United States,11-Dec-2021
"@ATschugguel ""The Oregon Health Authority is also planning to open nearly a dozen vaccination sites statewide throu?€? https://t.co/7n3dimVmai",EllinAnderson,"Vermont, USA",11-Dec-2021
"RT @RealLucyLawless: Congrats, Auckland! Vaccine confidence leads a return to work and freedom: Auckland hits 90% fully vaccinated mileston?€?",SVUEARP,"Indiana, USA",11-Dec-2021
The #COVID19Vaccine protects youngsters from #COVID19. https://t.co/yDXURyBvcA,RatioScientiae,"Maryland, USA",11-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,harvestlifer,USA,11-Dec-2021
"@SuzeQKnits Are the flu patients vaccinated against flu? 
I had my flu shot. 
I?€?m hoping they got the right strains?€? https://t.co/FLitLAw2Kx",NadineColbert,USA,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,4bChandler42,"West Virginia, USA",11-Dec-2021
Link:  https://t.co/svMg9Gu3r6,natty4bumpo,"Chattanooga, TN, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,MarciaPhyfer,"Mississippi, USA",11-Dec-2021
"RT @nytimes: Only about one in 10 Americans say that receiving the Covid-19 vaccine would violate their religious beliefs, while about 60%?€?",Lisa_henry4,United States,11-Dec-2021
"""with the booster dose it increases about a hundred fold. There is a significant protection of the booster dose [in?€? https://t.co/VCkEutQnFT",3DiMMUNE,USA,11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,ciro585,"New York, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,LCMarsh2,"Oregon, USA",11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,Ctess49,"Illinois, USA",11-Dec-2021
RT @PolitiFact: There has been no evidence that the COVID-19 vaccines weaken the immune system. Researchers have found that vaccines increa?€?,JodyAlford17,"Colorado, USA",11-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,f16sweet,United States,11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,immasuzie,"Washington, USA",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,ACleverNickname,"Colorado, USA",11-Dec-2021
"RT @FollowMercy: It's true: COVID can cause erectile dysfunction. Dr. Anna Bailey explains why, and how to avoid it.

https://t.co/rn3mDeyv?€?",LisaTalmadge,United States,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,Bloody_Heck,"Texas, USA",11-Dec-2021
"In The Face Of An Imminent Omicron Wave, Public Health Officials Seek To Optimize Timing Of Covid-19 Vaccine??Booste?€? https://t.co/A2VRWe47eQ",dailynewskit1,USA,11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,BDicksion,"Oklahoma, USA",11-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,Alex10Godoy,"New Jersey, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,BobbyJoeFrankl1,"North Carolina, USA",11-Dec-2021
"Around 27,000 Navy, Space Force, Marine Corps, and Air Force service members are still unvaccinated and are at risk?€? https://t.co/TjLP3VzvLi",riley1999,FL USA,11-Dec-2021
"RT @DDawgly: FACT: On their website, Moderna not only clearly states: 
?€?The Moderna COVID-19 Vaccine is an UNAPPROVED vaccine?€?, but also th?€?",redhead57,United States,11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,fuckyeah_c,"California, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,Wpmredtree,"Florida, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,PatriotAlways17,"New Jersey, USA",11-Dec-2021
RT @GovLarryHogan: Maryland has now surpassed the major milestone of vaccinating 90% of all adults. Getting vaccinated against COVID-19 con?€?,RobHarbin8,"Maryland, USA",11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,SarahJRossiter2,USA,11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",karolcummins,"California, USA",11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi",mbckly6,"Ohio, USA",11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,momsalawyer2,"Arizona, USA",11-Dec-2021
"RT @A1Policy: One year ago today, Operation Warp Speed, a bold and innovative public-private partnership pioneered under the Trump Administ?€?",MichaelWaltrip1,United States,11-Dec-2021
"RT @joshfarley: ""A Navy official told USNI News that (the officer) was relieved for refusing to receive both a COVID-19 vaccine and COVID-1?€?",jetcitystar,Greater Seattle Washington USA,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,TanziaMill,"Oregon, USA",11-Dec-2021
A U.S. judge on Tuesday blocked the Biden administration?€?s Covid-19 vaccine mandate for employees of federal contra?€? https://t.co/Pbt5szYby0,riley1999,FL USA,11-Dec-2021
RT @sailorrooscout: Fantastic news. Initial lab studies show a third dose of Pfizer?€?s COVID-19 vaccine neutralizes Omicron. A booster with?€?,Siubhan_H,United States,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,dba1227,"Virginia, USA",11-Dec-2021
"Find a COVID-19 vaccine near you (U.S.A), data provided by VaccineFinder

npm pkg: covidvaccinefinder

https://t.co/282GVR18dY

#CodeNewbie",Chris5855M,"Puerto Rico,USA - Istanbul, TK",11-Dec-2021
"RT @PopaLuminita18: Covid-19: Noisy anti-vaccine mandate protest heads to Parliament, Wellin... https://t.co/tyrQz8AMPl via @YouTube",england_donald,"Florida, USA",11-Dec-2021
RT @ConejoValleyUSD: HAPPENING NOW: A COVID-19 Mobile Vaccine Clinic for anyone ages 5+ in the parking lot of our CVUSD District Office at?€?,MrsFarrell2,"California, USA",11-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?€?",CraigLiddell58,"Florida, USA",11-Dec-2021
"@todaibee28 @ABC They said it may be due to genetics, not the vaccine.
https://t.co/0VQZdvF3fm",missthang____,United States,11-Dec-2021
RT @cleverly1187: Demonstrators Against Vaccine Mandates And COVID-19 Restrictions Protest... https://t.co/cLh3CQLFTd via @YouTube,england_donald,"Florida, USA",11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",DianeEugenio,"Florida, USA",11-Dec-2021
RT @CDHD_NE_GOV: COVID-19 vaccines are now available for kids age 5 and up. If you are curious on a local pediatrician's perspective on the?€?,NebraskaSower,"Lincoln, Nebraska, USA",11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,IncomeEqualitee,"MD, USA",11-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",PokerPrimer,"Arizona, USA",11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",JeffRoushPoetry,"Ohio, USA",11-Dec-2021
Disney lifted COVID-19 vaccine mandate for employees at Disney World - after Governor DeSantis restricted employer?€? https://t.co/0m6M5yqj13,riley1999,FL USA,11-Dec-2021
